date,adj_close
2000-01-03,36.2637772729246
2000-01-04,35.037976977323
2000-01-05,35.4082060006138
2000-01-06,34.2228508924305
2000-01-07,34.6708591222951
2000-01-10,34.9228637515939
2000-01-11,34.0268472918648
2000-01-12,32.9192713902552
2000-01-13,33.5415050428449
2000-01-14,34.9228637515939
2000-01-18,35.874881240056
2000-01-19,33.2895004135461
2000-01-20,32.9783835872512
2000-01-21,32.2783707280879
2000-01-24,31.5005786623508
2000-01-25,31.9859209113707
2000-01-26,30.9156790289166
2000-01-27,30.7227865966138
2000-01-28,30.5672281834664
2000-01-31,30.4490037894743
2000-02-01,32.0263660987891
2000-02-02,31.3636872587811
2000-02-03,32.2379255406696
2000-02-04,33.1526090099763
2000-02-07,33.171276019554
2000-02-08,34.2041838828528
2000-02-09,32.3561499346616
2000-02-10,32.9783835872512
2000-02-11,31.0930156199046
2000-02-14,30.9934582354903
2000-02-15,30.6636743996177
2000-02-16,30.3712245829006
2000-02-17,30.9934582354903
2000-02-18,29.5747655075859
2000-02-22,29.1858694747173
2000-02-23,29.3227608782871
2000-02-24,29.4783192914345
2000-02-25,28.4080774089803
2000-02-28,28.485856615554
2000-02-29,27.8045107659683
2000-03-01,28.2525189958329
2000-03-02,29.0489780711476
2000-03-03,29.9045493434584
2000-03-06,28.1934067988369
2000-03-07,28.8934196580002
2000-03-08,29.7303239207333
2000-03-09,31.1116826294823
2000-03-10,31.4227994557771
2000-03-13,30.4894489768926
2000-03-14,29.5934325171636
2000-03-15,29.6712117237373
2000-03-16,29.6712117237373
2000-03-17,30.9156790289166
2000-03-20,30.2934453763269
2000-03-21,31.9672539017931
2000-03-22,32.1228123149405
2000-03-23,34.8046393576018
2000-03-24,34.7486383288688
2000-03-27,32.3748169442393
2000-03-28,32.452596150813
2000-03-29,33.3486126105421
2000-03-30,32.1601463340958
2000-03-31,33.0561627938249
2000-04-03,28.2711860054106
2000-04-04,27.5525061366695
2000-04-05,26.8711602870839
2000-04-06,26.7560470613548
2000-04-07,27.7080645498169
2000-04-10,26.7747140709325
2000-04-11,26.0933682213468
2000-04-12,24.6933425030201
2000-04-13,24.6560084838647
2000-04-14,23.0599791649723
2000-04-17,23.6044336109882
2000-04-18,25.0635715263109
2000-04-19,24.4817830611396
2000-04-20,24.5595622677133
2000-04-24,20.7266029677611
2000-04-25,21.5821742400719
2000-04-26,21.155944188048
2000-04-27,21.7190656436416
2000-04-28,21.7003986340639
2000-05-01,22.8484197230918
2000-05-02,21.7377326532193
2000-05-03,21.9524032633627
2000-05-04,21.9150692442073
2000-05-05,22.1266286860878
2000-05-08,21.7190656436416
2000-05-09,21.0968319910519
2000-05-10,20.5928227324543
2000-05-11,21.1154990006296
2000-05-12,21.4079488173468
2000-05-15,21.5821742400719
2000-05-16,21.6226194274902
2000-05-17,21.0594979718966
2000-05-18,20.5928227324543
2000-05-19,20.2412607187412
2000-05-22,19.9705890798647
2000-05-23,19.6594722535699
2000-05-24,20.3968191318886
2000-05-25,19.1336848171316
2000-05-26,19.1150178075539
2000-05-30,19.7185844505659
2000-05-31,19.4634686530041
2000-06-01,20.0857023055938
2000-06-02,20.6301567516097
2000-06-05,20.8043821743348
2000-06-06,21.6599534466456
2000-06-07,21.933736253785
2000-06-08,21.4079488173468
2000-06-09,21.4079488173468
2000-06-12,20.8043821743348
2000-06-13,21.1154990006296
2000-06-14,21.933736253785
2000-06-15,22.5155247189563
2000-06-16,22.5746369159524
2000-06-19,22.9261989296655
2000-06-20,23.315094962534
2000-06-21,25.1040167137293
2000-06-22,24.8489009161675
2000-06-23,24.1706662348448
2000-06-26,24.7337876904384
2000-06-27,24.519117080295
2000-06-28,24.5595622677133
2000-06-29,24.0151078216974
2000-06-30,24.8893461035858
2000-07-03,24.8893461035858
2000-07-05,24.4226708641436
2000-07-06,25.181795920303
2000-07-07,25.5115797561755
2000-07-10,24.7151206808607
2000-07-11,24.6155632964464
2000-07-12,24.9857923197372
2000-07-13,24.8706790940081
2000-07-14,24.5595622677133
2000-07-17,24.3262246479922
2000-07-18,24.4226708641436
